product_id,product_name,category,subcategory,brand,cost_price,price,current_stock,reorder_level
PROD00606,iPad Pro 12.9,Electronics,Smartphones & Tablets,Canon,1347.09,2434.15,100,150
PROD00607,Camping Stove,Sports,Outdoor Sports,Spalding,256.1,429.2,100,100
PROD00608,Samsung Galaxy Watch 6,Electronics,Wearables & Smart Devices,HP,1748.27,3124.67,300,100
PROD00609,Chino Pants,Clothing,Pants & Jeans,Uniqlo,58.72,143.45,200,50
PROD00610,The Alchemist,Books,Fiction,Simon & Schuster,7.55,12.76,200,40
PROD00611,Denim Shirt,Clothing,Shirts & Tops,Levi's,150.92,314.82,300,60
PROD00612,The Power of Habit,Books,Non-Fiction,Random House,14.85,26.41,60,50
PROD00613,Apple Watch Series 9,Electronics,Wearables & Smart Devices,Fitbit,986.68,1754.13,100,150
PROD00614,Hammock,Home & Garden,Outdoor & Patio,Ashley Furniture,508.31,944.01,400,50
PROD00615,The Lord of the Rings,Books,Fiction,Random House,49.9,91.61,80,50
PROD00616,Wooden Bed Frame,Home & Garden,Furniture,Ashley Furniture,1071.16,1806.55,400,150
PROD00617,The Gruffalo,Books,Children’s Books,Simon & Schuster,45.74,84.61,200,40
PROD00618,Training Jacket,Sports,Sportswear & Accessories,Spalding,368.45,632.16,300,150
PROD00619,Microwave Oven,Home & Garden,Kitchen & Dining,Wayfair,1231.3,1887.78,400,100
PROD00620,Dumbbell Set,Sports,Fitness & Gym Equipment,Puma,787.87,1105.46,100,50
PROD00621,Biology 101,Books,Educational & Textbooks,Scholastic,21.69,41.27,70,25
PROD00622,Bosch Drill Machine,Home & Garden,Tools & DIY,IKEA,353.59,585.33,300,150
PROD00623,The Gruffalo,Books,Children’s Books,Penguin,17.19,26.6,90,40
PROD00624,Classic White Shirt,Clothing,Shirts & Tops,Nike,72.11,178.3,200,50
PROD00625,OnePlus 12,Electronics,Smartphones & Tablets,Samsung,1116.99,1783.19,200,50
PROD00626,Nikon Z8,Electronics,Cameras & Accessories,Sony,1216.7,1925.22,500,50
PROD00627,Green Eggs and Ham,Books,Children’s Books,Random House,48.43,74.88,90,20
PROD00628,Life Jacket,Sports,Water Sports,Nike,278.96,477.91,200,150
PROD00629,Kayak,Sports,Water Sports,Spalding,22.68,34.85,200,50
PROD00630,Maus,Books,Comics & Graphic Novels,HarperCollins,26.18,49.32,100,30
PROD00631,Data Science for Dummies,Books,Educational & Textbooks,Scholastic,10.56,16.56,70,20
PROD00632,The Alchemist,Books,Fiction,Simon & Schuster,38.31,73.58,50,40
PROD00633,Converse Chuck Taylor,Clothing,Footwear,Adidas,122.47,192.38,300,30
PROD00634,Toolbox Kit,Home & Garden,Tools & DIY,Wayfair,759.61,1143.17,400,150
PROD00635,Coffee Maker,Home & Garden,Kitchen & Dining,Stanley,214.45,379.26,400,50
PROD00636,Timberland Boots,Clothing,Footwear,Puma,53.86,118.8,60,40
PROD00637,Hockey Stick,Sports,Team Sports,Adidas,456.03,784.27,300,150
PROD00638,Training Jacket,Sports,Sportswear & Accessories,Nike,99.35,177.14,400,50
PROD00639,Dining Plate Set,Home & Garden,Kitchen & Dining,Home Depot,1417.45,2128.54,200,100
PROD00640,Educated,Books,Non-Fiction,Scholastic,39.37,71.24,70,30
PROD00641,Cordless Saw,Home & Garden,Tools & DIY,Stanley,24.57,46.95,300,150
PROD00642,Sony WH-1000XM5,Electronics,Audio & Headphones,Canon,686.19,1278.05,400,150
PROD00643,Matilda,Books,Children’s Books,Random House,22.48,44.37,60,50
PROD00644,Maus,Books,Comics & Graphic Novels,Scholastic,22.33,35.76,70,20
PROD00645,Dumbbell Set,Sports,Fitness & Gym Equipment,Nike,331.0,625.33,200,50
PROD00646,Garmin Fenix 7,Electronics,Wearables & Smart Devices,Bose,1234.68,1863.45,500,100
PROD00647,Bose QuietComfort Ultra,Electronics,Audio & Headphones,Google,303.15,511.69,200,50
PROD00648,Classic White Shirt,Clothing,Shirts & Tops,Levi's,131.2,252.92,100,60
PROD00649,Mountain Bike,Sports,Outdoor Sports,Wilson,422.03,813.24,300,50
PROD00650,Dumbbell Set,Sports,Fitness & Gym Equipment,Nike,32.8,58.23,100,100
PROD00651,Fitbit Charge 6,Electronics,Wearables & Smart Devices,Samsung,1369.3,2279.08,400,150
PROD00652,Graphic T-Shirt,Clothing,Shirts & Tops,Zara,76.69,175.07,60,50
PROD00653,Vans Old Skool,Clothing,Footwear,Adidas,81.78,170.98,50,60
PROD00654,Patio Furniture Set,Home & Garden,Outdoor & Patio,Stanley,1313.51,2391.48,200,50
PROD00655,Cargo Pants,Clothing,Pants & Jeans,Levi's,93.45,146.65,200,50
PROD00656,Graphic T-Shirt,Clothing,Shirts & Tops,H&M,102.24,187.6,50,20
PROD00657,Training Jacket,Sports,Sportswear & Accessories,Puma,260.29,378.96,300,100
PROD00658,To Kill a Mockingbird,Books,Fiction,Simon & Schuster,11.21,17.66,60,30
PROD00659,Snorkel Set,Sports,Water Sports,Spalding,462.1,657.37,100,150
PROD00660,Office Chair,Home & Garden,Furniture,Wayfair,409.0,566.74,200,150
PROD00661,Graphic T-Shirt,Clothing,Shirts & Tops,Nike,188.21,435.59,200,60
PROD00662,Wall Art Painting,Home & Garden,Home Decor,Bosch,73.39,115.89,200,150
PROD00663,Winter Parka,Clothing,Jackets & Outerwear,Nike,108.79,210.75,100,20
PROD00664,Educated,Books,Non-Fiction,Scholastic,25.68,49.65,80,25
PROD00665,Atomic Habits,Books,Non-Fiction,Simon & Schuster,18.9,37.45,100,30
PROD00666,Snorkel Set,Sports,Water Sports,Puma,207.7,375.79,100,100
PROD00667,Google Pixel 9 Pro,Electronics,Smartphones & Tablets,Canon,727.23,1100.02,200,50
PROD00668,Treadmill,Sports,Fitness & Gym Equipment,Wilson,150.0,220.08,400,150
PROD00669,Swimming Goggles,Sports,Water Sports,Nike,96.8,185.27,300,150
PROD00670,Batman: Year One,Books,Comics & Graphic Novels,Penguin,14.29,26.74,90,30
PROD00671,Cargo Pants,Clothing,Pants & Jeans,H&M,132.68,291.01,60,60
PROD00672,Maus,Books,Comics & Graphic Novels,Random House,46.34,81.44,50,30
PROD00673,Becoming,Books,Non-Fiction,HarperCollins,22.62,36.29,100,50
PROD00674,Diary of a Wimpy Kid,Books,Children’s Books,Random House,24.89,38.71,60,25
PROD00675,Diary of a Wimpy Kid,Books,Children’s Books,HarperCollins,24.7,48.14,60,40
PROD00676,Blender,Home & Garden,Kitchen & Dining,Ashley Furniture,1150.44,2058.41,300,100
PROD00677,Charlotte's Web,Books,Children’s Books,Random House,29.43,55.78,90,20
PROD00678,Samsung Galaxy Watch 6,Electronics,Wearables & Smart Devices,Samsung,1159.66,1810.34,300,50
PROD00679,Wooden Bed Frame,Home & Garden,Furniture,Ashley Furniture,840.17,1119.32,200,50
PROD00680,Tent,Sports,Outdoor Sports,Decathlon,292.81,554.53,100,50
PROD00681,Educated,Books,Non-Fiction,Scholastic,30.54,48.98,100,40
PROD00682,Sapiens,Books,Non-Fiction,Simon & Schuster,42.99,67.55,200,50
PROD00683,Cricket Bat,Sports,Team Sports,Decathlon,294.14,455.09,400,150
PROD00684,iPad Pro 12.9,Electronics,Smartphones & Tablets,Fitbit,997.45,1861.21,100,50
PROD00685,Mountain Bike,Sports,Outdoor Sports,Adidas,482.91,769.01,200,150
PROD00686,Wilson Basketball,Sports,Team Sports,Wilson,227.91,353.83,200,50
PROD00687,Harry Potter,Books,Fiction,HarperCollins,43.93,85.4,70,50
PROD00688,The Lord of the Rings,Books,Fiction,Penguin,43.15,80.31,90,25
PROD00689,Denim Jacket,Clothing,Jackets & Outerwear,Zara,187.56,467.49,50,30
PROD00690,Becoming,Books,Non-Fiction,Scholastic,43.57,79.97,70,50
PROD00691,Spider-Man: Blue,Books,Comics & Graphic Novels,Random House,42.23,76.32,90,50
PROD00692,Resistance Bands,Sports,Fitness & Gym Equipment,Spalding,268.91,508.15,100,100
PROD00693,Beats Studio Pro,Electronics,Audio & Headphones,Google,581.15,1129.08,200,150
PROD00694,Treadmill,Sports,Fitness & Gym Equipment,Nike,574.64,1021.6,100,50
PROD00695,Stanley Screwdriver Set,Home & Garden,Tools & DIY,IKEA,158.89,285.07,200,50
PROD00696,Sleeping Bag,Sports,Outdoor Sports,Wilson,212.36,399.62,100,100
PROD00697,Garmin Fenix 7,Electronics,Wearables & Smart Devices,Bose,884.73,1414.76,400,150
PROD00698,Kayak,Sports,Water Sports,Wilson,377.38,535.52,100,50
PROD00699,HP Spectre x360,Electronics,Laptops & Computers,Dell,803.42,1345.01,500,50
PROD00700,Pleated Skirt,Clothing,Dresses & Skirts,Uniqlo,155.96,372.17,50,60
PROD00701,Sony WH-1000XM5,Electronics,Audio & Headphones,HP,1120.35,1768.17,500,150
PROD00702,Lenovo ThinkPad X1,Electronics,Laptops & Computers,Dell,879.77,1427.36,400,100
PROD00703,Converse Chuck Taylor,Clothing,Footwear,H&M,71.17,153.51,100,50
PROD00704,Garmin Fenix 7,Electronics,Wearables & Smart Devices,Bose,637.9,1057.68,200,50
PROD00705,Sapiens,Books,Non-Fiction,HarperCollins,39.13,59.74,60,40
PROD00706,Kayak,Sports,Water Sports,Adidas,343.49,676.76,400,50
PROD00707,Swing Chair,Home & Garden,Outdoor & Patio,Ashley Furniture,291.37,494.42,400,150
PROD00708,Bookshelf,Home & Garden,Furniture,Bosch,1327.55,2537.56,200,100
PROD00709,Sofa Set,Home & Garden,Furniture,Home Depot,1051.13,1399.06,400,100
PROD00710,Harry Potter,Books,Fiction,HarperCollins,38.73,65.87,100,30
PROD00711,Hiking Backpack,Sports,Outdoor Sports,Decathlon,453.83,769.88,100,50
PROD00712,Vase,Home & Garden,Home Decor,Ashley Furniture,910.2,1297.5,400,100
PROD00713,Engineering Mechanics,Books,Educational & Textbooks,Random House,34.65,67.88,60,25
PROD00714,Cordless Saw,Home & Garden,Tools & DIY,Bosch,1336.82,2152.81,200,50
PROD00715,Hockey Stick,Sports,Team Sports,Decathlon,677.92,1275.16,200,50
PROD00716,The Power of Habit,Books,Non-Fiction,Random House,43.23,71.88,200,20
PROD00717,iPad Pro 12.9,Electronics,Smartphones & Tablets,Bose,407.63,636.12,100,150
PROD00718,Samsung Galaxy Watch 6,Electronics,Wearables & Smart Devices,Apple,1083.38,1703.36,400,50
PROD00719,Running Shorts,Sports,Sportswear & Accessories,Spalding,461.76,891.39,300,50
PROD00720,Sofa Set,Home & Garden,Furniture,Ashley Furniture,915.93,1693.62,400,150
PROD00721,Vans Old Skool,Clothing,Footwear,Puma,60.04,148.51,50,20
PROD00722,Exercise Bike,Sports,Fitness & Gym Equipment,Spalding,407.79,695.31,200,50
PROD00723,The Alchemist,Books,Fiction,HarperCollins,19.46,32.87,100,25
PROD00724,The Power of Habit,Books,Non-Fiction,Scholastic,33.22,64.13,70,30
PROD00725,Hiking Backpack,Sports,Outdoor Sports,Wilson,225.28,326.07,100,50
PROD00726,Educated,Books,Non-Fiction,Penguin,38.87,63.08,80,25
PROD00727,Snorkel Set,Sports,Water Sports,Nike,449.86,854.68,200,150
PROD00728,Bose QuietComfort Ultra,Electronics,Audio & Headphones,Dell,707.51,1313.62,200,150
PROD00729,Hiking Backpack,Sports,Outdoor Sports,Spalding,202.23,298.72,200,50
PROD00730,The Lord of the Rings,Books,Fiction,Random House,9.57,16.12,200,40
PROD00731,Atomic Habits,Books,Non-Fiction,Simon & Schuster,17.31,29.06,60,30
PROD00732,Sleeping Bag,Sports,Outdoor Sports,Adidas,642.32,992.73,100,100
PROD00733,Leather Jacket,Clothing,Jackets & Outerwear,Puma,50.73,93.7,60,30
PROD00734,Camping Stove,Sports,Outdoor Sports,Wilson,563.02,863.4,200,150
PROD00735,The Sandman,Books,Comics & Graphic Novels,Random House,10.25,15.68,200,50
PROD00736,Cocktail Dress,Clothing,Dresses & Skirts,H&M,76.89,136.62,200,60
PROD00737,Hammock,Home & Garden,Outdoor & Patio,Home Depot,1478.63,2221.88,100,150
PROD00738,Denim Jacket,Clothing,Jackets & Outerwear,Nike,167.07,351.85,50,30
PROD00739,Toolbox Kit,Home & Garden,Tools & DIY,IKEA,48.38,74.73,100,100
PROD00740,The Sandman,Books,Comics & Graphic Novels,HarperCollins,33.67,59.72,100,20
PROD00741,Sony WH-1000XM5,Electronics,Audio & Headphones,Apple,1046.74,1758.11,200,150
PROD00742,Wooden Bed Frame,Home & Garden,Furniture,IKEA,802.17,1173.08,400,50
PROD00743,Levi's 501 Jeans,Clothing,Pants & Jeans,Levi's,76.1,184.6,60,20
PROD00744,Jogger Pants,Clothing,Pants & Jeans,Zara,25.54,40.92,100,40
PROD00745,Hiking Backpack,Sports,Outdoor Sports,Puma,456.36,770.72,200,150
PROD00746,Hammock,Home & Garden,Outdoor & Patio,IKEA,1264.43,1918.79,300,100
PROD00747,Baseball Glove,Sports,Team Sports,Puma,682.93,1262.04,200,100
PROD00748,Calculus Made Easy,Books,Educational & Textbooks,Random House,5.22,10.34,100,30
PROD00749,Sweatband,Sports,Sportswear & Accessories,Decathlon,399.04,698.64,300,150
PROD00750,The Power of Habit,Books,Non-Fiction,Scholastic,30.55,54.43,60,30
PROD00751,Nike Air Force 1,Clothing,Footwear,Zara,110.61,209.84,200,50
PROD00752,Sapiens,Books,Non-Fiction,Simon & Schuster,13.66,21.43,80,40
PROD00753,Curtain Set,Home & Garden,Home Decor,IKEA,698.98,981.52,200,100
PROD00754,Introduction to Psychology,Books,Educational & Textbooks,Random House,36.44,67.74,200,25
PROD00755,Sofa Set,Home & Garden,Furniture,IKEA,676.77,910.71,200,150
PROD00756,Evening Gown,Clothing,Dresses & Skirts,Nike,94.43,173.53,60,50
PROD00757,Exercise Bike,Sports,Fitness & Gym Equipment,Nike,204.0,286.07,400,100
PROD00758,Charlotte's Web,Books,Children’s Books,Penguin,39.8,78.89,100,50
PROD00759,Dumbbell Set,Sports,Fitness & Gym Equipment,Adidas,675.26,1001.29,200,150
PROD00760,Beats Studio Pro,Electronics,Audio & Headphones,Bose,1049.87,1871.36,400,100
PROD00761,Vans Old Skool,Clothing,Footwear,Puma,116.67,204.28,300,60
PROD00762,Engineering Mechanics,Books,Educational & Textbooks,HarperCollins,6.6,11.53,200,50
PROD00763,Mountain Bike,Sports,Outdoor Sports,Decathlon,408.84,707.68,300,100
PROD00764,Dell XPS 15,Electronics,Laptops & Computers,Fitbit,909.78,1816.6,200,100
PROD00765,Kayak,Sports,Water Sports,Puma,591.59,831.51,400,50
PROD00766,MacBook Pro 16,Electronics,Laptops & Computers,Apple,640.2,1197.76,500,50
PROD00767,Dining Plate Set,Home & Garden,Kitchen & Dining,IKEA,629.1,1131.36,200,150
PROD00768,Hammock,Home & Garden,Outdoor & Patio,Bosch,765.06,1414.29,300,50
PROD00769,Denim Jacket,Clothing,Jackets & Outerwear,Zara,54.52,123.2,60,60
PROD00770,IKEA Dining Table,Home & Garden,Furniture,Stanley,783.74,1026.0,300,100
PROD00771,Samsung Galaxy Watch 6,Electronics,Wearables & Smart Devices,Fitbit,831.17,1389.65,400,150
PROD00772,Nikon Z8,Electronics,Cameras & Accessories,Apple,1851.46,2781.71,500,150
PROD00773,Training Jacket,Sports,Sportswear & Accessories,Decathlon,646.89,1200.79,100,100
PROD00774,Beats Studio Pro,Electronics,Audio & Headphones,Dell,941.59,1763.17,100,150
PROD00775,Nike Air Force 1,Clothing,Footwear,Zara,93.71,198.66,50,60
PROD00776,Sapiens,Books,Non-Fiction,Random House,22.85,37.86,60,50
PROD00777,Cordless Saw,Home & Garden,Tools & DIY,Wayfair,1216.93,1724.76,400,100
PROD00778,OnePlus 12,Electronics,Smartphones & Tablets,Samsung,809.35,1428.04,400,100
PROD00779,Hammock,Home & Garden,Outdoor & Patio,Stanley,391.48,631.77,400,50
PROD00780,Samsung Galaxy S25,Electronics,Smartphones & Tablets,Fitbit,1894.37,3333.25,200,150
PROD00781,MacBook Pro 16,Electronics,Laptops & Computers,Canon,790.7,1274.92,500,50
PROD00782,Harry Potter,Books,Fiction,Scholastic,24.72,41.64,200,40
PROD00783,Introduction to Psychology,Books,Educational & Textbooks,Random House,5.43,8.87,50,30
PROD00784,OnePlus 12,Electronics,Smartphones & Tablets,Bose,883.03,1564.47,100,50
PROD00785,The Power of Habit,Books,Non-Fiction,Scholastic,11.83,20.4,60,25
PROD00786,Cricket Bat,Sports,Team Sports,Adidas,761.82,1199.36,100,150
PROD00787,Spider-Man: Blue,Books,Comics & Graphic Novels,Penguin,30.98,50.04,80,40
PROD00788,Vans Old Skool,Clothing,Footwear,Levi's,81.15,193.04,100,60
PROD00789,Adidas Ultraboost,Clothing,Footwear,Zara,108.18,240.37,60,50
PROD00790,Evening Gown,Clothing,Dresses & Skirts,Puma,85.98,208.81,200,40
PROD00791,The Lord of the Rings,Books,Fiction,HarperCollins,37.52,63.83,60,30
PROD00792,Beats Studio Pro,Electronics,Audio & Headphones,HP,1727.7,2603.92,100,50
PROD00793,The Power of Habit,Books,Non-Fiction,Simon & Schuster,10.16,18.94,60,50
PROD00794,Lenovo ThinkPad X1,Electronics,Laptops & Computers,Apple,1592.43,2796.75,300,50
PROD00795,Timberland Boots,Clothing,Footwear,Levi's,173.89,378.79,100,50
PROD00796,Patio Furniture Set,Home & Garden,Outdoor & Patio,IKEA,1420.5,2320.35,100,50
PROD00797,Adidas Soccer Ball,Sports,Team Sports,Decathlon,350.89,530.91,100,150
PROD00798,Timberland Boots,Clothing,Footwear,H&M,158.8,292.65,300,50
PROD00799,Sony Alpha A7 IV,Electronics,Cameras & Accessories,Samsung,1518.4,2879.69,500,150
PROD00800,Cricket Bat,Sports,Team Sports,Decathlon,119.51,213.46,400,50
PROD00801,Hockey Stick,Sports,Team Sports,Wilson,32.33,52.48,400,150
PROD00802,Chino Pants,Clothing,Pants & Jeans,Zara,79.61,163.55,100,50
PROD00803,Table Lamp,Home & Garden,Home Decor,Home Depot,1001.35,1993.33,300,100
PROD00804,Garmin Fenix 7,Electronics,Wearables & Smart Devices,Samsung,1190.84,1866.14,200,100
PROD00805,Stanley Screwdriver Set,Home & Garden,Tools & DIY,Wayfair,102.09,167.35,200,150
PROD00806,Leather Jacket,Clothing,Jackets & Outerwear,Uniqlo,151.67,321.19,50,40
PROD00807,Pencil Skirt,Clothing,Dresses & Skirts,H&M,99.56,153.52,200,60
PROD00808,Sapiens,Books,Non-Fiction,Scholastic,47.35,90.01,60,25
PROD00809,Sweatband,Sports,Sportswear & Accessories,Puma,169.16,289.0,200,100
PROD00810,BBQ Grill,Home & Garden,Outdoor & Patio,Stanley,631.48,966.17,400,100
PROD00811,Stanley Screwdriver Set,Home & Garden,Tools & DIY,Home Depot,849.15,1579.75,100,50
PROD00812,Introduction to Psychology,Books,Educational & Textbooks,Scholastic,16.85,30.11,80,50
PROD00813,iPad Pro 12.9,Electronics,Smartphones & Tablets,Google,1871.04,3658.1,300,50
PROD00814,Toolbox Kit,Home & Garden,Tools & DIY,Wayfair,951.07,1805.93,100,100
PROD00815,Curtain Set,Home & Garden,Home Decor,IKEA,534.67,745.4,100,50
PROD00816,The Great Gatsby,Books,Fiction,Scholastic,19.39,38.67,80,30
PROD00817,Samsung Galaxy S25,Electronics,Smartphones & Tablets,Bose,1355.62,2619.89,200,100
PROD00818,Casual Polo Shirt,Clothing,Shirts & Tops,Uniqlo,139.47,251.83,300,60
PROD00819,Graphic T-Shirt,Clothing,Shirts & Tops,Uniqlo,90.19,216.41,60,40
PROD00820,Nikon Z8,Electronics,Cameras & Accessories,Fitbit,946.79,1544.49,400,50
PROD00821,Denim Shirt,Clothing,Shirts & Tops,Puma,135.99,302.68,50,30
PROD00822,Coffee Maker,Home & Garden,Kitchen & Dining,Stanley,1378.37,2219.31,400,150
PROD00823,Educated,Books,Non-Fiction,Simon & Schuster,15.17,24.62,80,50
PROD00824,Snorkel Set,Sports,Water Sports,Adidas,321.96,479.48,400,100
PROD00825,Batman: Year One,Books,Comics & Graphic Novels,Penguin,18.84,33.52,70,20
PROD00826,Leather Jacket,Clothing,Jackets & Outerwear,Puma,133.62,329.15,60,40
PROD00827,Charlotte's Web,Books,Children’s Books,Penguin,27.25,41.54,50,50
PROD00828,Windbreaker,Clothing,Jackets & Outerwear,Uniqlo,197.6,367.93,200,30
PROD00829,Beats Studio Pro,Electronics,Audio & Headphones,Canon,1882.36,3401.32,300,150
PROD00830,Charlotte's Web,Books,Children’s Books,Simon & Schuster,8.58,16.32,60,40
PROD00831,Blazer Jacket,Clothing,Jackets & Outerwear,Adidas,190.45,457.23,60,40
PROD00832,Cricket Bat,Sports,Team Sports,Puma,586.82,1056.34,300,50
PROD00833,Pencil Skirt,Clothing,Dresses & Skirts,Puma,122.91,185.84,300,40
PROD00834,Wooden Bed Frame,Home & Garden,Furniture,Ashley Furniture,1268.87,2207.14,100,50
PROD00835,The Alchemist,Books,Fiction,Random House,30.4,46.81,90,20
PROD00836,Hiking Backpack,Sports,Outdoor Sports,Puma,306.96,493.16,200,50
PROD00837,Cocktail Dress,Clothing,Dresses & Skirts,H&M,151.12,295.69,300,60
PROD00838,Hockey Stick,Sports,Team Sports,Adidas,681.97,1258.78,300,50
PROD00839,Coffee Maker,Home & Garden,Kitchen & Dining,Wayfair,887.96,1264.68,300,50
PROD00840,Wilson Basketball,Sports,Team Sports,Decathlon,353.18,616.57,400,50
PROD00841,Samsung Galaxy Buds 3,Electronics,Audio & Headphones,Apple,1008.44,1529.44,400,150
PROD00842,Adidas Soccer Ball,Sports,Team Sports,Spalding,768.14,1379.96,100,150
PROD00843,Timberland Boots,Clothing,Footwear,Nike,37.04,83.99,300,40
PROD00844,Camping Stove,Sports,Outdoor Sports,Decathlon,527.09,784.75,200,150
PROD00845,Sofa Set,Home & Garden,Furniture,Ashley Furniture,622.82,910.92,300,50
PROD00846,To Kill a Mockingbird,Books,Fiction,HarperCollins,36.37,69.42,50,25
PROD00847,Life Jacket,Sports,Water Sports,Adidas,732.84,1194.13,200,150
PROD00848,MacBook Pro 16,Electronics,Laptops & Computers,Google,926.43,1814.86,300,50
PROD00849,Wooden Bed Frame,Home & Garden,Furniture,Bosch,732.42,1014.07,300,150
PROD00850,Levi's 501 Jeans,Clothing,Pants & Jeans,Uniqlo,62.05,132.31,300,20
PROD00851,Mountain Bike,Sports,Outdoor Sports,Nike,783.51,1301.43,400,150
PROD00852,iPhone 15 Pro,Electronics,Smartphones & Tablets,Canon,1887.6,3672.0,500,50
PROD00853,Table Lamp,Home & Garden,Home Decor,Ashley Furniture,70.59,94.34,200,150
PROD00854,Samsung Galaxy Watch 6,Electronics,Wearables & Smart Devices,Bose,1110.6,1981.78,500,50
PROD00855,The Sandman,Books,Comics & Graphic Novels,Random House,34.62,66.98,200,20
PROD00856,Baseball Glove,Sports,Team Sports,Adidas,386.89,740.87,100,100
PROD00857,Windbreaker,Clothing,Jackets & Outerwear,Nike,48.61,112.47,300,30
PROD00858,Adidas Soccer Ball,Sports,Team Sports,Decathlon,420.8,691.18,400,150
PROD00859,Baseball Glove,Sports,Team Sports,Puma,315.99,600.04,400,100
PROD00860,Hammock,Home & Garden,Outdoor & Patio,IKEA,1028.72,1815.02,300,150
PROD00861,Leather Jacket,Clothing,Jackets & Outerwear,Adidas,100.21,246.61,60,50
PROD00862,Dumbbell Set,Sports,Fitness & Gym Equipment,Adidas,712.14,1092.26,300,150
PROD00863,To Kill a Mockingbird,Books,Fiction,Penguin,32.97,52.13,50,40
PROD00864,Lenovo ThinkPad X1,Electronics,Laptops & Computers,HP,1099.36,1895.59,100,100
PROD00865,Levi's 501 Jeans,Clothing,Pants & Jeans,Nike,44.78,101.28,60,30
PROD00866,Fitbit Charge 6,Electronics,Wearables & Smart Devices,HP,1203.77,2252.66,300,150
PROD00867,Batman: Year One,Books,Comics & Graphic Novels,Simon & Schuster,29.54,56.21,80,20
PROD00868,OnePlus 12,Electronics,Smartphones & Tablets,Canon,1830.81,3440.9,300,150
PROD00869,Cordless Saw,Home & Garden,Tools & DIY,IKEA,205.87,317.53,200,100
PROD00870,Introduction to Psychology,Books,Educational & Textbooks,HarperCollins,20.34,32.61,100,40
PROD00871,Swimming Goggles,Sports,Water Sports,Spalding,486.62,767.34,400,50
PROD00872,Dumbbell Set,Sports,Fitness & Gym Equipment,Decathlon,245.22,376.18,200,100
PROD00873,Cordless Saw,Home & Garden,Tools & DIY,Stanley,965.72,1767.62,100,100
PROD00874,Educated,Books,Non-Fiction,HarperCollins,26.58,51.88,50,20
PROD00875,Becoming,Books,Non-Fiction,HarperCollins,26.31,51.78,60,20
PROD00876,Camping Stove,Sports,Outdoor Sports,Wilson,25.98,36.45,300,50
PROD00877,Life Jacket,Sports,Water Sports,Wilson,749.96,1181.79,200,100
PROD00878,Becoming,Books,Non-Fiction,HarperCollins,34.79,61.83,60,20
PROD00879,Spider-Man: Blue,Books,Comics & Graphic Novels,Penguin,34.53,59.41,100,25
PROD00880,The Sandman,Books,Comics & Graphic Novels,Simon & Schuster,31.49,51.52,200,30
PROD00881,Calculus Made Easy,Books,Educational & Textbooks,Simon & Schuster,16.57,32.81,60,50
PROD00882,Apple Watch Series 9,Electronics,Wearables & Smart Devices,Fitbit,1242.49,2333.97,200,100
PROD00883,Garmin Fenix 7,Electronics,Wearables & Smart Devices,HP,1215.01,2349.06,100,50
PROD00884,Sony Alpha A7 IV,Electronics,Cameras & Accessories,HP,879.18,1503.3,300,50
PROD00885,Leather Jacket,Clothing,Jackets & Outerwear,Uniqlo,32.46,68.94,200,20
PROD00886,Hammock,Home & Garden,Outdoor & Patio,Bosch,621.98,1232.21,300,50
PROD00887,The Lord of the Rings,Books,Fiction,Penguin,36.15,69.42,200,20
PROD00888,MacBook Pro 16,Electronics,Laptops & Computers,HP,1347.57,2210.27,400,100
PROD00889,Formal Blue Shirt,Clothing,Shirts & Tops,Puma,38.46,79.04,100,50
PROD00890,iPhone 15 Pro,Electronics,Smartphones & Tablets,Dell,1720.53,3326.73,100,50
PROD00891,Summer Maxi Dress,Clothing,Dresses & Skirts,Adidas,133.26,326.88,300,50
PROD00892,IKEA Dining Table,Home & Garden,Furniture,Wayfair,684.27,1177.06,400,100
PROD00893,Formal Blue Shirt,Clothing,Shirts & Tops,H&M,59.49,106.75,60,50
PROD00894,Training Jacket,Sports,Sportswear & Accessories,Spalding,182.89,318.36,200,50
PROD00895,Canon EOS R6,Electronics,Cameras & Accessories,Apple,1995.44,3420.5,500,50
PROD00896,Kettlebell,Sports,Fitness & Gym Equipment,Puma,496.81,755.49,400,50
PROD00897,Sports T-Shirt,Sports,Sportswear & Accessories,Decathlon,77.55,127.28,300,50
PROD00898,Asus ROG Zephyrus,Electronics,Laptops & Computers,Dell,1280.69,2425.03,400,50
PROD00899,Winter Parka,Clothing,Jackets & Outerwear,Adidas,93.65,184.73,60,40
PROD00900,Matilda,Books,Children’s Books,Penguin,39.69,78.34,60,50
PROD00901,Fitbit Charge 6,Electronics,Wearables & Smart Devices,Samsung,494.77,959.49,500,50
PROD00902,Canon EOS R6,Electronics,Cameras & Accessories,Apple,1586.98,2579.04,300,50
PROD00903,Matilda,Books,Children’s Books,Simon & Schuster,30.69,46.57,50,50
PROD00904,Windbreaker,Clothing,Jackets & Outerwear,Uniqlo,21.17,35.46,50,50
PROD00905,Measuring Tape,Home & Garden,Tools & DIY,IKEA,742.9,1395.15,200,100
PROD00906,Pleated Skirt,Clothing,Dresses & Skirts,H&M,20.76,44.74,200,60
PROD00907,Bose QuietComfort Ultra,Electronics,Audio & Headphones,Google,1899.07,3728.47,500,100
PROD00908,iPad Pro 12.9,Electronics,Smartphones & Tablets,Google,978.58,1940.24,300,150
PROD00909,Harry Potter,Books,Fiction,Scholastic,11.44,18.85,70,25
